fishID,loom,response,genotype
78,15,0,het
78,16,0,het
78,17,0,het
78,18,1,het
78,19,1,het
78,20,0,het
79,1,1,het
79,2,1,het
79,3,0,het
79,4,0,het
79,5,0,het
79,6,0,het
79,7,0,het
79,8,1,het
79,9,0,het
79,10,0,het
79,11,1,het
79,12,1,het
79,13,1,het
79,14,1,het
79,15,1,het
79,16,1,het
79,17,0,het
79,18,0,het
79,19,0,het
79,20,1,het
80,1,0,het
80,2,1,het
80,3,0,het
80,4,0,het
80,5,1,het
80,6,0,het
80,7,0,het
80,8,0,het
80,9,0,het
80,10,0,het
80,11,0,het
80,12,0,het
80,13,0,het
80,14,0,het
80,15,0,het
80,16,0,het
80,17,0,het
80,18,0,het
80,19,0,het
80,20,0,het
81,1,1,het
81,2,1,het
81,3,1,het
81,4,1,het
81,5,1,het
81,6,1,het
81,7,1,het
81,8,1,het
81,9,1,het
81,10,0,het
81,11,1,het
81,12,1,het
81,13,1,het
81,14,1,het
81,15,1,het
81,16,0,het
81,17,1,het
81,18,1,het
81,19,0,het
81,20,0,het
82,1,1,het
82,2,0,het
82,3,0,het
82,4,0,het
82,5,0,het
82,6,0,het
82,7,0,het
82,8,0,het
82,9,0,het
82,10,0,het
82,11,0,het
82,12,0,het
82,13,0,het
82,14,0,het
82,15,0,het
82,16,0,het
82,17,0,het
82,18,0,het
82,19,0,het
82,20,0,het
83,1,0,het
83,2,0,het
83,3,0,het
83,4,0,het
83,5,0,het
83,6,0,het
83,7,0,het
83,8,0,het
83,9,0,het
83,10,0,het
83,11,0,het
83,12,0,het
83,13,0,het
83,14,0,het
83,15,0,het
83,16,0,het
83,17,0,het
83,18,0,het
83,19,0,het
83,20,0,het
84,1,1,het
84,2,0,het
84,3,0,het
84,4,0,het
84,5,0,het
84,6,0,het
84,7,0,het
84,8,0,het
84,9,0,het
84,10,0,het
84,11,0,het
84,12,0,het
84,13,0,het
84,14,0,het
84,15,0,het
84,16,0,het
84,17,0,het
84,18,0,het
84,19,0,het
84,20,0,het
85,1,1,het
85,2,1,het
85,3,1,het
85,4,1,het
85,5,1,het
85,6,0,het
85,7,1,het
85,8,0,het
85,9,0,het
85,10,0,het
85,11,0,het
85,12,0,het
85,13,0,het
85,14,0,het
85,15,0,het
85,16,0,het
85,17,0,het
85,18,0,het
85,19,0,het
85,20,0,het
86,1,0,het
86,2,1,het
86,3,0,het
86,4,0,het
86,5,0,het
86,6,0,het
86,7,0,het
86,8,0,het
86,9,0,het
86,10,1,het
86,11,1,het
86,12,0,het
86,13,1,het
86,14,1,het
86,15,0,het
86,16,0,het
86,17,0,het
86,18,0,het
86,19,0,het
86,20,1,het
87,1,1,het
87,2,1,het
87,3,1,het
87,4,1,het
87,5,0,het
87,6,0,het
87,7,0,het
87,8,0,het
87,9,0,het
87,10,0,het
87,11,1,het
87,12,1,het
87,13,0,het
87,14,0,het
87,15,0,het
87,16,0,het
87,17,0,het
87,18,0,het
87,19,0,het
87,20,0,het
88,1,0,het
88,2,0,het
88,3,0,het
88,4,0,het
88,5,0,het
88,6,0,het
88,7,0,het
88,8,0,het
88,9,0,het
88,10,0,het
88,11,1,het
88,12,0,het
88,13,0,het
88,14,0,het
88,15,0,het
88,16,0,het
88,17,0,het
88,18,0,het
88,19,0,het
88,20,0,het
89,1,1,het
89,2,1,het
89,3,1,het
89,4,0,het
89,5,1,het
89,6,0,het
89,7,0,het
89,8,0,het
89,9,0,het
89,10,0,het
89,11,1,het
89,12,1,het
89,13,1,het
89,14,0,het
89,15,0,het
89,16,0,het
89,17,0,het
89,18,0,het
89,19,0,het
89,20,0,het
90,1,0,het
90,2,0,het
90,3,0,het
90,4,0,het
90,5,0,het
90,6,0,het
90,7,0,het
90,8,0,het
90,9,0,het
90,10,0,het
90,11,0,het
90,12,0,het
90,13,0,het
90,14,0,het
90,15,0,het
90,16,0,het
90,17,0,het
90,18,0,het
90,19,0,het
90,20,0,het
91,1,1,het
91,2,0,het
91,3,0,het
91,4,0,het
91,5,0,het
91,6,0,het
91,7,0,het
91,8,0,het
91,9,0,het
91,10,0,het
91,11,0,het
91,12,0,het
91,13,0,het
91,14,0,het
91,15,0,het
91,16,0,het
91,17,0,het
91,18,0,het
91,19,0,het
91,20,0,het
92,1,0,het
92,2,0,het
92,3,0,het
92,4,0,het
92,5,0,het
92,6,0,het
92,7,0,het
92,8,0,het
92,9,0,het
92,10,0,het
92,11,1,het
92,12,0,het
92,13,0,het
92,14,0,het
92,15,0,het
92,16,0,het
92,17,0,het
92,18,0,het
92,19,0,het
92,20,0,het
93,1,1,het
93,2,1,het
93,3,0,het
93,4,0,het
93,5,0,het
93,6,0,het
93,7,0,het
93,8,0,het
93,9,0,het
93,10,0,het
93,11,1,het
93,12,0,het
93,13,0,het
93,14,0,het
93,15,0,het
93,16,0,het
93,17,0,het
93,18,0,het
93,19,0,het
93,20,0,het
94,1,1,het
94,2,1,het
94,3,1,het
94,4,1,het
94,5,0,het
94,6,0,het
94,7,1,het
94,8,0,het
94,9,0,het
94,10,0,het
94,11,1,het
94,12,0,het
94,13,0,het
94,14,0,het
94,15,0,het
94,16,0,het
94,17,0,het
94,18,0,het
94,19,0,het
94,20,0,het
95,1,1,het
95,2,0,het
95,3,0,het
95,4,0,het
95,5,0,het
95,6,1,het
95,7,0,het
95,8,1,het
95,9,1,het
95,10,0,het
95,11,0,het
95,12,0,het
95,13,0,het
95,14,0,het
95,15,0,het
95,16,0,het
95,17,0,het
95,18,0,het
95,19,0,het
95,20,1,het
96,1,0,het
96,2,0,het
96,3,0,het
96,4,0,het
96,5,1,het
96,6,0,het
96,7,0,het
96,8,0,het
96,9,0,het
96,10,0,het
96,11,0,het
96,12,0,het
96,13,0,het
96,14,0,het
96,15,0,het
96,16,0,het
96,17,0,het
96,18,0,het
96,19,0,het
96,20,0,het
97,1,1,het
97,2,1,het
97,3,0,het
97,4,0,het
97,5,0,het
97,6,0,het
97,7,0,het
97,8,0,het
97,9,0,het
97,10,0,het
97,11,1,het
97,12,0,het
97,13,0,het
97,14,0,het
97,15,0,het
97,16,0,het
97,17,0,het
97,18,0,het
97,19,0,het
97,20,0,het
98,1,1,het
98,2,1,het
98,3,1,het
98,4,1,het
98,5,1,het
98,6,1,het
98,7,1,het
98,8,1,het
98,9,0,het
98,10,1,het
98,11,1,het
98,12,0,het
98,13,0,het
98,14,0,het
98,15,0,het
98,16,0,het
98,17,0,het
98,18,0,het
98,19,1,het
98,20,0,het
99,1,1,het
99,2,1,het
99,3,0,het
99,4,0,het
99,5,0,het
99,6,0,het
99,7,0,het
99,8,0,het
99,9,0,het
99,10,0,het
99,11,1,het
99,12,0,het
99,13,0,het
99,14,0,het
99,15,0,het
99,16,0,het
99,17,0,het
99,18,0,het
99,19,0,het
99,20,0,het
100,1,1,het
100,2,1,het
100,3,1,het
100,4,1,het
100,5,1,het
100,6,1,het
100,7,1,het
100,8,1,het
100,9,1,het
100,10,1,het
100,11,1,het
100,12,1,het
100,13,1,het
100,14,0,het
100,15,0,het
100,16,0,het
100,17,0,het
100,18,0,het
100,19,0,het
100,20,0,het
101,1,1,het
101,2,0,het
101,3,0,het
101,4,1,het
101,5,1,het
101,6,0,het
101,7,0,het
101,8,0,het
101,9,0,het
101,10,0,het
101,11,0,het
101,12,0,het
101,13,0,het
101,14,0,het
101,15,0,het
101,16,1,het
101,17,0,het
101,18,0,het
101,19,0,het
101,20,0,het
102,1,1,het
102,2,0,het
102,3,0,het
102,4,0,het
102,5,0,het
102,6,0,het
102,7,0,het
102,8,0,het
102,9,0,het
102,10,0,het
102,11,0,het
102,12,0,het
102,13,0,het
102,14,0,het
102,15,0,het
102,16,0,het
102,17,0,het
102,18,0,het
102,19,0,het
102,20,0,het
103,1,1,het
103,2,1,het
103,3,1,het
103,4,1,het
103,5,1,het
103,6,1,het
103,7,0,het
103,8,1,het
103,9,1,het
103,10,1,het
103,11,0,het
103,12,0,het
103,13,0,het
103,14,0,het
103,15,0,het
103,16,0,het
103,17,0,het
103,18,0,het
103,19,0,het
103,20,0,het
104,1,1,het
104,2,1,het
104,3,1,het
104,4,1,het
104,5,0,het
104,6,0,het
104,7,0,het
104,8,0,het
104,9,0,het
104,10,0,het
104,11,0,het
104,12,1,het
104,13,1,het
104,14,0,het
104,15,0,het
104,16,0,het
104,17,0,het
104,18,0,het
104,19,1,het
104,20,0,het
105,1,1,het
105,2,0,het
105,3,0,het
105,4,0,het
105,5,0,het
105,6,0,het
105,7,0,het
105,8,0,het
105,9,1,het
105,10,0,het
105,11,1,het
105,12,0,het
105,13,1,het
105,14,0,het
105,15,0,het
105,16,0,het
105,17,0,het
105,18,0,het
105,19,0,het
105,20,0,het
106,1,1,het
106,2,0,het
106,3,1,het
106,4,0,het
106,5,0,het
106,6,0,het
106,7,1,het
106,8,0,het
106,9,1,het
106,10,0,het
106,11,0,het
106,12,0,het
106,13,0,het
106,14,0,het
106,15,0,het
106,16,0,het
106,17,0,het
106,18,0,het
106,19,0,het
106,20,0,het
107,1,1,het
107,2,1,het
107,3,0,het
107,4,0,het
107,5,0,het
107,6,0,het
107,7,0,het
107,8,0,het
107,9,0,het
107,10,0,het
107,11,1,het
107,12,0,het
107,13,0,het
107,14,0,het
107,15,0,het
107,16,0,het
107,17,0,het
107,18,0,het
107,19,0,het
107,20,0,het
108,1,0,het
108,2,1,het
108,3,0,het
108,4,0,het
108,5,0,het
108,6,0,het
108,7,0,het
108,8,0,het
108,9,0,het
108,10,0,het
108,11,0,het
108,12,0,het
108,13,0,het
108,14,1,het
108,15,0,het
108,16,0,het
108,17,0,het
108,18,0,het
108,19,0,het
108,20,0,het
109,1,1,het
109,2,0,het
109,3,0,het
109,4,0,het
109,5,0,het
109,6,0,het
109,7,0,het
109,8,0,het
109,9,0,het
109,10,0,het
109,11,1,het
109,12,0,het
109,13,0,het
109,14,0,het
109,15,0,het
109,16,0,het
109,17,0,het
109,18,0,het
109,19,0,het
109,20,0,het
110,1,1,het
110,2,1,het
110,3,0,het
110,4,0,het
110,5,0,het
110,6,0,het
110,7,0,het
110,8,0,het
110,9,0,het
110,10,0,het
110,11,0,het
110,12,0,het
110,13,0,het
110,14,0,het
110,15,0,het
110,16,0,het
110,17,0,het
110,18,0,het
110,19,0,het
110,20,0,het
111,1,0,het
111,2,0,het
111,3,0,het
111,4,0,het
111,5,0,het
111,6,0,het
111,7,0,het
111,8,0,het
111,9,0,het
111,10,0,het
111,11,0,het
111,12,0,het
111,13,0,het
111,14,0,het
111,15,0,het
111,16,0,het
111,17,0,het
111,18,0,het
111,19,0,het
111,20,0,het
112,1,1,het
112,2,0,het
112,3,0,het
112,4,0,het
112,5,1,het
112,6,0,het
112,7,0,het
112,8,0,het
112,9,0,het
112,10,0,het
112,11,1,het
112,12,1,het
112,13,0,het
112,14,0,het
112,15,1,het
112,16,0,het
112,17,0,het
112,18,0,het
112,19,0,het
112,20,0,het
113,1,1,het
113,2,0,het
113,3,0,het
113,4,0,het
113,5,0,het
113,6,0,het
113,7,0,het
113,8,0,het
113,9,0,het
113,10,0,het
113,11,1,het
113,12,0,het
113,13,0,het
113,14,0,het
113,15,0,het
113,16,0,het
113,17,0,het
113,18,0,het
113,19,0,het
113,20,0,het
114,1,0,het
114,2,0,het
114,3,0,het
114,4,0,het
114,5,0,het
114,6,0,het
114,7,0,het
114,8,0,het
114,9,0,het
114,10,0,het
114,11,0,het
114,12,0,het
114,13,0,het
114,14,0,het
114,15,0,het
114,16,0,het
114,17,0,het
114,18,0,het
114,19,0,het
114,20,0,het
115,1,0,het
115,2,0,het
115,3,0,het
115,4,0,het
115,5,0,het
115,6,0,het
115,7,0,het
115,8,0,het
115,9,0,het
115,10,0,het
115,11,0,het
115,12,1,het
115,13,0,het
115,14,0,het
115,15,0,het
115,16,0,het
115,17,0,het
115,18,0,het
115,19,0,het
115,20,0,het
116,1,0,het
116,2,1,het
116,3,0,het
116,4,1,het
116,5,0,het
116,6,0,het
116,7,0,het
116,8,0,het
116,9,0,het
116,10,0,het
116,11,0,het
116,12,0,het
116,13,0,het
116,14,0,het
116,15,1,het
116,16,0,het
116,17,0,het
116,18,0,het
116,19,0,het
116,20,0,het
117,1,1,het
117,2,0,het
117,3,0,het
117,4,0,het
117,5,0,het
117,6,1,het
117,7,0,het
117,8,0,het
117,9,0,het
117,10,0,het
117,11,0,het
117,12,0,het
117,13,0,het
117,14,0,het
117,15,0,het
117,16,0,het
117,17,0,het
117,18,0,het
117,19,1,het
117,20,0,het
118,1,1,het
118,2,1,het
118,3,1,het
118,4,0,het
118,5,0,het
118,6,0,het
118,7,0,het
118,8,0,het
118,9,0,het
118,10,0,het
118,11,0,het
118,12,0,het
118,13,0,het
118,14,0,het
118,15,0,het
118,16,0,het
118,17,0,het
118,18,0,het
118,19,0,het
118,20,0,het
119,1,0,het
119,2,0,het
119,3,1,het
119,4,1,het
119,5,0,het
119,6,0,het
119,7,1,het
119,8,0,het
119,9,1,het
119,10,1,het
119,11,0,het
119,12,0,het
119,13,0,het
119,14,0,het
119,15,0,het
119,16,1,het
119,17,0,het
119,18,0,het
119,19,0,het
119,20,0,het
120,1,0,het
120,2,0,het
120,3,0,het
120,4,0,het
120,5,0,het
120,6,0,het
120,7,0,het
120,8,0,het
120,9,0,het
120,10,0,het
120,11,0,het
120,12,0,het
120,13,0,het
120,14,0,het
120,15,0,het
120,16,0,het
120,17,0,het
120,18,0,het
120,19,0,het
120,20,0,het
121,1,1,het
121,2,1,het
121,3,0,het
121,4,0,het
121,5,0,het
121,6,0,het
121,7,0,het
121,8,0,het
121,9,0,het
121,10,0,het
121,11,0,het
121,12,1,het
121,13,1,het
121,14,0,het
121,15,0,het
121,16,0,het
121,17,0,het
121,18,0,het
121,19,0,het
121,20,0,het
122,1,0,het
122,2,0,het
122,3,1,het
122,4,1,het
122,5,0,het
122,6,1,het
122,7,0,het
122,8,0,het
122,9,0,het
122,10,0,het
122,11,1,het
122,12,0,het
122,13,0,het
122,14,0,het
122,15,0,het
122,16,0,het
122,17,0,het
122,18,0,het
122,19,0,het
122,20,0,het
123,1,1,het
123,2,0,het
123,3,0,het
123,4,0,het
123,5,0,het
123,6,1,het
123,7,0,het
123,8,1,het
123,9,1,het
123,10,0,het
123,11,0,het
123,12,0,het
123,13,0,het
123,14,0,het
123,15,0,het
123,16,0,het
123,17,0,het
123,18,0,het
123,19,0,het
123,20,0,het
124,1,0,het
124,2,0,het
124,3,0,het
124,4,0,het
124,5,0,het
124,6,0,het
124,7,0,het
124,8,0,het
124,9,0,het
124,10,0,het
124,11,0,het
124,12,0,het
124,13,0,het
124,14,0,het
124,15,0,het
124,16,0,het
124,17,0,het
124,18,0,het
124,19,0,het
124,20,0,het
125,1,1,het
125,2,0,het
125,3,1,het
125,4,0,het
125,5,0,het
125,6,0,het
125,7,0,het
125,8,0,het
125,9,0,het
125,10,0,het
125,11,1,het
125,12,1,het
125,13,1,het
125,14,0,het
125,15,1,het
125,16,1,het
125,17,1,het
125,18,1,het
125,19,1,het
125,20,0,het
126,1,0,het
126,2,0,het
126,3,0,het
126,4,0,het
126,5,0,het
126,6,0,het
126,7,0,het
126,8,0,het
126,9,0,het
126,10,0,het
126,11,0,het
126,12,0,het
126,13,0,het
126,14,0,het
126,15,0,het
126,16,0,het
126,17,0,het
126,18,0,het
126,19,0,het
126,20,0,het
127,1,1,het
127,2,1,het
127,3,1,het
127,4,0,het
127,5,0,het
127,6,0,het
127,7,0,het
127,8,0,het
127,9,0,het
127,10,1,het
127,11,0,het
127,12,0,het
127,13,0,het
127,14,0,het
127,15,0,het
127,16,0,het
127,17,0,het
127,18,0,het
127,19,0,het
127,20,0,het
128,1,1,het
128,2,0,het
128,3,0,het
128,4,0,het
128,5,0,het
128,6,1,het
128,7,0,het
128,8,0,het
128,9,0,het
128,10,0,het
128,11,0,het
128,12,0,het
128,13,0,het
128,14,0,het
128,15,0,het
128,16,0,het
128,17,0,het
128,18,0,het
128,19,0,het
128,20,0,het
